student_id,domain,gender,age,10th_marks,12th_marks,graduation_marks,backlogs,internship_done,projects_count,certifications_count,communication_skills,leadership_skills,teamwork_skills,problem_solving_skills,interest_area,python_score,java_score,cpp_score,javascript_score,sql_score,machine_learning_score,data_structures_score,networking_score,cloud_computing_score,cybersecurity_score,web_dev_score,devops_score,circuit_design_score,embedded_c_score,pcb_design_score,matlab_score,vhdl_verilog_score,iot_score,signal_processing_score,microcontrollers_score,robotics_score,communication_systems_score,power_electronics_score,cad_tools_score,cad_design_score,thermodynamics_score,fluid_mechanics_score,manufacturing_processes_score,strength_of_materials_score,autocad_score,ansys_score,robotics_automation_score,quality_management_score,automobile_engineering_score,cnc_programming_score,lean_manufacturing_score,accounting_score,financial_modeling_score,ms_excel_score,marketing_score,business_strategy_score,statistics_score,communication_score,data_analysis_score,erp_knowledge_score,supply_chain_score,hr_management_score,entrepreneurship_score,recommended_career
S1115,Electronics,Male,22,50,57,50,4,1,2,1,6,6,4,4,Embedded Systems,,,,,,,,,,,,,10,2,4,6,10,3,6,8,7,3,8,10,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1116,Electronics,Prefer not to say,19,50,45,45,4,1,2,2,7,6,6,5,VLSI,,,,,,,,,,,,,8,2,10,5,1,5,4,6,5,5,8,10,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1117,CS/IT,Prefer not to say,25,50,47,57,4,1,4,2,7,5,6,5,Networking,9,5,4,4,6,2,8,8,10,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1118,CS/IT,Male,24,50,47,48,3,1,2,1,5,5,2,4,Networking,8,2,6,6,2,4,2,10,7,3,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1119,Mechanical,Prefer not to say,23,50,45,45,2,1,5,3,3,4,4,6,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,5,6,2,8,2,3,6,7,9,1,10,10,,,,,,,,,,,,,Manufacturing Engineer
S1120,CS/IT,Prefer not to say,21,50,45,51,3,1,2,3,5,4,5,3,Web Development,10,5,5,7,6,10,7,6,8,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1121,Mechanical,Prefer not to say,18,50,45,47,3,1,5,3,4,5,3,7,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,10,5,6,4,9,8,7,3,3,4,1,4,,,,,,,,,,,,,Mechanical Design Engineer
S1122,Commerce,Prefer not to say,22,50,45,52,3,1,4,1,6,6,4,6,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,10,6,5,9,6,1,5,3,7,4,Financial Analyst
S1123,Mechanical,Female,22,50,49,45,4,0,3,1,4,4,6,3,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,8,7,9,2,4,7,3,5,2,10,6,6,,,,,,,,,,,,,Automobile Engineer
S1124,Mechanical,Prefer not to say,24,50,45,45,3,0,4,3,5,5,7,6,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,8,8,8,3,6,4,5,7,4,10,3,6,,,,,,,,,,,,,Automobile Engineer
S1125,Commerce,Female,20,50,48,45,3,0,4,2,3,3,6,4,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,7,9,2,8,1,4,1,8,7,Entrepreneur/Startup Founder
S1126,CS/IT,Female,20,50,45,45,1,1,4,3,7,7,4,7,Networking,7,7,7,5,6,8,8,8,10,2,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1127,Commerce,Prefer not to say,22,50,45,45,2,0,2,3,6,7,6,5,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,2,8,9,7,7,7,4,4,6,6,Marketing Manager
S1128,Commerce,Prefer not to say,18,50,45,45,2,0,5,1,6,5,3,3,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,3,4,5,2,2,5,6,6,6,Financial Analyst
S1129,Mechanical,Male,23,50,52,45,1,0,5,2,3,3,5,7,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,7,2,7,2,5,10,7,6,4,5,8,6,,,,,,,,,,,,,CAD/CAM Engineer
S1130,Commerce,Female,23,50,45,45,4,0,3,2,3,5,6,7,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,8,8,8,5,9,3,3,6,2,8,Entrepreneur/Startup Founder
S1131,Commerce,Prefer not to say,19,52,45,45,4,1,3,3,5,5,6,5,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,8,2,5,7,6,5,5,5,7,4,Financial Analyst
S1132,CS/IT,Prefer not to say,18,50,45,45,4,1,1,3,4,5,2,2,Networking,7,3,2,4,2,10,9,3,5,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1133,Mechanical,Female,20,54,54,53,3,1,4,3,5,5,6,7,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,10,1,6,5,10,10,9,4,6,4,3,8,,,,,,,,,,,,,Mechanical Design Engineer
S1134,Mechanical,Prefer not to say,20,50,45,47,3,0,4,2,7,3,4,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,9,5,5,8,4,3,5,9,3,3,6,7,,,,,,,,,,,,,Robotics & Automation Engineer
S1135,Mechanical,Male,22,50,45,45,2,0,3,1,3,5,6,7,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,10,2,6,5,10,7,5,3,6,4,6,4,,,,,,,,,,,,,Mechanical Design Engineer
S1136,CS/IT,Prefer not to say,21,50,45,48,4,1,4,3,7,3,3,7,Web Development,9,5,4,4,10,9,8,5,5,5,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S1137,Mechanical,Male,23,50,45,47,4,0,3,3,7,3,4,7,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,8,10,7,4,8,5,2,4,2,7,6,4,,,,,,,,,,,,,Automobile Engineer
S1138,Mechanical,Male,24,50,49,45,3,1,2,1,3,6,5,6,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,9,2,8,7,2,4,3,7,4,5,6,6,,,,,,,,,,,,,Robotics & Automation Engineer
S1139,CS/IT,Female,20,50,45,52,2,0,3,2,5,7,5,6,Cloud & DevOps,10,8,8,2,5,5,10,3,6,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1140,Electronics,Prefer not to say,22,50,45,45,2,1,3,1,7,7,5,7,Hardware Design,,,,,,,,,,,,,10,3,7,5,10,4,9,2,4,3,7,9,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1141,Electronics,Prefer not to say,21,50,45,45,4,1,5,3,5,5,4,6,Signal Processing,,,,,,,,,,,,,8,3,10,6,6,5,7,3,3,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1142,CS/IT,Male,24,50,55,45,2,1,5,3,6,3,7,4,AI & ML,9,8,5,4,4,10,6,8,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1143,Electronics,Male,23,50,49,45,2,1,3,3,2,5,4,5,Robotics,,,,,,,,,,,,,6,4,5,10,3,4,7,4,3,10,5,4,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S1144,Commerce,Prefer not to say,18,50,52,47,2,1,2,1,4,3,5,4,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5,7,8,8,10,5,6,7,7,8,Marketing Manager
S1145,CS/IT,Female,20,50,51,45,3,1,3,3,4,6,3,3,Cloud & DevOps,7,1,4,3,7,5,3,8,9,4,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1146,CS/IT,Male,23,50,47,45,1,1,4,2,3,4,5,7,Cloud & DevOps,7,5,4,10,8,6,4,2,1,4,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1147,Mechanical,Prefer not to say,23,50,48,45,2,1,4,2,3,3,5,3,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,7,5,8,2,4,10,4,5,5,6,6,7,,,,,,,,,,,,,CAD/CAM Engineer
S1148,Commerce,Male,25,50,45,48,2,0,5,3,6,4,4,4,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,7,3,8,4,4,6,10,8,3,2,Supply Chain Manager
S1149,CS/IT,Female,23,50,45,45,4,0,3,1,2,5,6,6,Coding,5,4,8,1,7,3,6,5,3,4,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1150,Electronics,Male,25,50,45,45,3,1,2,2,6,3,2,6,Embedded Systems,,,,,,,,,,,,,10,5,9,3,3,7,4,2,4,4,5,9,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1151,Commerce,Prefer not to say,20,50,45,45,1,0,2,2,7,5,6,7,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,6,9,6,5,9,1,4,6,5,6,Marketing Manager
S1152,Electronics,Female,19,55,45,50,3,1,5,3,3,3,4,4,Hardware Design,,,,,,,,,,,,,10,5,7,4,7,7,3,5,4,6,8,8,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1153,CS/IT,Male,18,52,45,45,3,1,3,2,7,6,5,6,Web Development,5,8,6,5,9,7,9,3,5,5,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1154,Commerce,Prefer not to say,24,50,45,45,4,1,5,2,4,3,3,5,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6,6,5,4,7,1,5,5,8,7,HR Manager
S1155,CS/IT,Prefer not to say,22,51,45,45,1,1,5,3,5,5,5,5,Cybersecurity,8,6,3,5,6,10,6,6,7,5,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AI/ML Engineer
S1156,Electronics,Prefer not to say,19,50,45,51,2,1,4,1,5,3,6,4,Telecommunications,,,,,,,,,,,,,10,7,9,6,3,3,4,10,3,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1157,CS/IT,Prefer not to say,24,50,45,45,4,0,5,2,5,7,3,3,Cloud & DevOps,6,5,7,5,5,3,3,8,7,9,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S1158,Mechanical,Prefer not to say,19,50,45,45,3,0,2,1,7,2,3,7,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,10,5,5,3,7,10,8,4,7,1,6,4,,,,,,,,,,,,,CAD/CAM Engineer
S1159,Electronics,Female,18,50,45,45,4,0,3,3,5,3,5,3,VLSI,,,,,,,,,,,,,7,5,10,2,4,6,4,6,5,2,5,9,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1160,Commerce,Female,24,50,48,45,1,0,5,1,7,6,5,5,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,6,5,6,8,2,4,4,6,5,7,Financial Analyst
S1161,Mechanical,Male,21,50,45,45,3,1,5,1,2,4,2,4,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,4,10,7,6,3,4,8,4,6,4,3,2,,,,,,,,,,,,,Thermal Engineer
S1162,CS/IT,Male,19,50,45,47,2,0,3,2,4,5,4,3,Databases,5,8,6,7,6,4,8,2,2,2,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1163,Electronics,Male,18,50,45,45,3,0,5,3,3,3,3,5,Hardware Design,,,,,,,,,,,,,2,8,1,4,5,10,5,10,2,9,5,4,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S1164,Commerce,Male,21,50,45,48,4,0,2,1,4,4,3,6,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5,3,6,5,8,5,5,7,10,4,HR Manager
S1165,Mechanical,Female,21,50,45,45,5,0,4,1,3,5,5,3,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,8,1,5,6,9,2,4,7,5,,,,,,,,,,,,,Robotics & Automation Engineer
S1166,Mechanical,Prefer not to say,21,50,45,52,4,1,3,3,6,6,5,3,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4,7,3,2,7,5,6,7,10,10,,,,,,,,,,,,,Manufacturing Engineer
S1167,Commerce,Male,24,50,45,49,3,1,3,3,3,3,6,5,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,9,6,8,1,8,4,9,10,5,5,Supply Chain Manager
S1168,Commerce,Female,25,50,45,45,3,0,2,3,4,3,5,4,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5,9,7,6,7,6,2,3,3,10,Entrepreneur/Startup Founder
S1169,CS/IT,Male,19,50,45,46,1,1,2,1,5,3,4,6,AI & ML,9,3,5,7,6,1,5,9,10,6,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1170,Electronics,Female,20,50,45,48,2,1,5,2,5,3,4,6,IoT,,,,,,,,,,,,,9,8,10,6,4,4,1,6,6,5,9,9,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1171,Commerce,Prefer not to say,20,50,45,45,1,0,5,1,5,4,3,3,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,8,7,3,1,9,5,5,3,3,4,6,Financial Analyst
S1172,Mechanical,Prefer not to say,21,50,45,45,1,1,5,3,3,6,6,4,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,6,7,6,7,8,2,3,4,10,3,3,10,,,,,,,,,,,,,Quality Control Engineer
S1173,Mechanical,Prefer not to say,19,50,45,47,4,1,4,1,7,6,3,3,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,7,5,6,7,3,5,6,8,7,6,9,5,,,,,,,,,,,,,Robotics & Automation Engineer
S1174,Mechanical,Male,22,50,45,53,2,1,2,1,5,6,3,7,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,8,10,8,5,7,4,10,6,5,1,4,6,,,,,,,,,,,,,Thermal Engineer
S1175,Mechanical,Male,22,50,47,45,2,1,3,1,7,3,7,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,9,6,4,9,3,6,2,10,4,2,8,6,,,,,,,,,,,,,Robotics & Automation Engineer
S1176,Mechanical,Male,20,50,45,45,3,1,3,2,6,6,4,3,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,9,3,4,2,5,10,5,2,6,3,9,4,,,,,,,,,,,,,CAD/CAM Engineer
S1177,Mechanical,Male,19,50,45,45,2,1,2,3,2,2,3,2,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,8,3,4,3,6,7,5,7,2,1,4,3,,,,,,,,,,,,,Mechanical Design Engineer
S1178,Electronics,Prefer not to say,19,50,45,45,4,0,3,2,2,4,2,6,Embedded Systems,,,,,,,,,,,,,7,5,6,9,1,5,7,4,1,10,6,5,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
S1179,Electronics,Prefer not to say,19,50,47,53,1,0,5,2,7,3,4,3,IoT,,,,,,,,,,,,,5,1,6,10,6,6,10,6,5,9,4,4,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S1180,Electronics,Male,19,50,45,53,1,1,3,2,7,5,4,5,Hardware Design,,,,,,,,,,,,,6,6,5,6,6,10,7,7,4,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S1181,CS/IT,Male,22,50,50,52,2,1,4,3,6,6,3,8,Databases,8,7,4,7,10,7,6,4,7,6,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1182,Commerce,Female,23,50,46,48,1,1,3,1,5,7,3,3,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,8,6,9,5,3,5,7,9,3,4,Supply Chain Manager
S1183,Mechanical,Prefer not to say,23,50,53,47,3,1,5,1,6,3,7,4,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,8,5,3,7,8,10,7,8,6,4,2,6,,,,,,,,,,,,,Mechanical Design Engineer
S1184,Mechanical,Female,25,53,45,45,2,1,5,1,6,5,7,7,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,10,5,5,5,8,10,8,4,3,6,4,7,,,,,,,,,,,,,Mechanical Design Engineer
S1185,Commerce,Male,21,50,45,45,4,1,5,2,2,3,3,5,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,8,3,6,8,2,9,5,7,5,2,Data Analyst (Business)
S1186,CS/IT,Male,21,50,45,45,3,1,5,3,4,5,4,4,Coding,9,2,4,1,8,3,6,10,3,10,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S1187,Electronics,Prefer not to say,24,50,51,46,1,1,3,2,6,2,6,5,IoT,,,,,,,,,,,,,10,6,4,3,10,7,7,4,6,3,1,8,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1188,CS/IT,Prefer not to say,18,50,49,45,4,1,3,1,5,3,4,5,Cloud & DevOps,6,3,6,4,7,7,8,4,4,3,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1189,CS/IT,Male,21,50,48,45,3,1,3,1,6,7,6,7,Cybersecurity,8,10,7,7,4,6,9,2,6,5,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1190,Electronics,Male,18,50,45,45,4,1,4,3,5,2,2,6,VLSI,,,,,,,,,,,,,7,7,8,4,3,4,6,8,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1191,Mechanical,Male,20,50,45,53,4,1,5,1,3,5,7,6,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,5,7,3,9,5,4,6,1,10,6,6,10,,,,,,,,,,,,,Quality Control Engineer
S1192,Mechanical,Male,18,50,45,45,4,0,5,1,6,4,7,6,Thermal Systems,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5,6,10,10,8,4,5,4,3,2,,,,,,,,,,,,,Mechanical Design Engineer
S1193,Commerce,Female,23,50,45,45,2,0,5,3,5,5,4,6,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,8,3,10,9,5,9,2,4,3,3,Business Analyst
S1194,CS/IT,Female,22,50,45,45,2,0,5,3,4,6,3,4,Databases,9,6,3,3,4,5,4,9,3,7,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cybersecurity Analyst
S1195,CS/IT,Prefer not to say,19,50,47,50,1,1,5,2,4,4,5,4,Cloud & DevOps,8,5,7,6,7,6,9,4,5,6,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1196,Commerce,Female,22,50,46,46,4,1,4,2,3,3,3,3,Supply Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,10,8,5,10,5,1,5,5,4,Marketing Manager
S1197,Mechanical,Prefer not to say,21,50,45,45,3,1,5,3,6,3,2,4,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,10,1,4,2,7,10,6,6,3,3,7,1,,,,,,,,,,,,,CAD/CAM Engineer
S1198,Commerce,Prefer not to say,22,50,48,49,4,1,5,1,3,7,3,6,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,7,7,4,9,3,7,4,3,4,7,Financial Analyst
S1199,Mechanical,Female,24,50,56,50,4,1,3,3,4,5,3,7,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,7,7,4,8,4,4,5,10,6,6,10,5,,,,,,,,,,,,,Robotics & Automation Engineer
S1200,Electronics,Male,19,50,45,50,3,1,4,1,7,4,4,7,Hardware Design,,,,,,,,,,,,,10,4,7,4,10,1,7,4,6,1,6,10,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1201,CS/IT,Male,21,50,45,45,2,1,5,2,4,6,3,2,Cybersecurity,8,4,5,5,5,2,2,7,10,4,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cloud Engineer
S1202,Mechanical,Female,18,50,45,45,1,1,4,2,6,6,5,5,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5,8,8,8,3,5,10,1,5,7,,,,,,,,,,,,,Quality Control Engineer
S1203,CS/IT,Female,20,50,45,54,3,1,3,2,6,7,3,3,Networking,8,5,5,6,8,3,10,6,6,4,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1204,Mechanical,Male,24,50,45,45,1,0,3,2,3,5,2,4,Quality Control,,,,,,,,,,,,,,,,,,,,,,,,,6,6,7,4,4,4,5,5,2,10,4,4,,,,,,,,,,,,,Automobile Engineer
S1205,Commerce,Male,23,53,45,45,2,0,4,2,5,5,6,3,Entrepreneurship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,10,5,6,9,5,8,7,2,3,4,Data Analyst (Business)
S1206,Electronics,Prefer not to say,25,50,55,52,2,1,4,1,7,7,6,6,VLSI,,,,,,,,,,,,,7,5,3,4,10,3,8,8,7,6,7,7,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1207,Commerce,Female,19,50,45,45,5,1,5,1,4,5,3,5,Finance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,10,9,2,10,5,1,2,4,8,Marketing Manager
S1208,Mechanical,Male,24,50,45,45,2,0,2,3,6,2,5,6,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,4,7,9,3,3,4,7,5,4,1,6,3,,,,,,,,,,,,,Thermal Engineer
S1209,Commerce,Male,21,50,45,50,4,0,5,3,4,3,2,3,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,4,8,7,2,8,7,5,3,7,Business Analyst
S1210,Mechanical,Prefer not to say,23,50,45,47,3,0,3,3,3,6,6,3,CAD Design,,,,,,,,,,,,,,,,,,,,,,,,,8,4,3,9,3,4,2,10,6,5,9,4,,,,,,,,,,,,,Robotics & Automation Engineer
S1211,Electronics,Male,19,50,47,45,2,0,5,2,2,4,5,6,VLSI,,,,,,,,,,,,,7,1,4,9,8,6,7,4,4,6,2,5,,,,,,,,,,,,,,,,,,,,,,,,,Signal Processing Engineer
S1212,CS/IT,Female,18,50,45,49,3,0,5,2,5,7,3,4,Coding,7,7,5,6,6,7,7,6,4,5,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Data Scientist
S1213,Mechanical,Prefer not to say,23,50,45,45,4,0,4,1,4,6,3,2,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,6,10,9,5,2,4,7,4,3,1,7,5,,,,,,,,,,,,,Thermal Engineer
S1214,Commerce,Female,21,50,45,45,5,0,4,3,6,2,4,2,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,8,8,4,7,4,1,3,7,10,Entrepreneur/Startup Founder
S1215,Mechanical,Prefer not to say,23,50,47,50,2,0,4,3,4,4,4,3,Robotics,,,,,,,,,,,,,,,,,,,,,,,,,5,1,5,9,6,5,7,8,3,1,8,8,,,,,,,,,,,,,Robotics & Automation Engineer
S1216,Electronics,Male,25,50,45,46,2,1,5,3,4,4,6,6,Telecommunications,,,,,,,,,,,,,10,10,6,3,3,5,8,10,7,6,4,4,,,,,,,,,,,,,,,,,,,,,,,,,Embedded Systems Engineer
S1217,Commerce,Female,21,50,45,45,3,1,1,1,3,5,2,4,Marketing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,6,3,2,8,6,3,2,4,3,4,Financial Analyst
S1218,Mechanical,Female,21,50,49,45,2,1,5,1,3,5,7,3,Manufacturing,,,,,,,,,,,,,,,,,,,,,,,,,6,8,7,2,3,6,8,7,5,5,6,4,,,,,,,,,,,,,Thermal Engineer
S1219,Commerce,Male,23,50,53,45,2,1,2,2,6,7,5,5,Data Analytics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,5,9,9,8,6,3,5,5,6,10,Entrepreneur/Startup Founder
S1220,CS/IT,Male,19,50,45,51,2,0,4,2,5,4,4,7,AI & ML,7,7,7,10,7,4,5,4,3,3,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Web Developer
S1221,Mechanical,Male,25,53,54,45,3,1,3,3,4,5,3,7,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,9,6,8,4,9,8,8,6,7,3,4,7,,,,,,,,,,,,,Mechanical Design Engineer
S1222,Mechanical,Female,22,50,45,45,2,0,5,1,4,4,3,6,Automobiles,,,,,,,,,,,,,,,,,,,,,,,,,9,9,7,5,2,4,7,5,5,8,4,7,,,,,,,,,,,,,Automobile Engineer
S1223,Electronics,Male,22,50,45,49,4,0,2,1,6,2,6,7,Telecommunications,,,,,,,,,,,,,10,4,3,2,10,5,6,7,4,3,4,9,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1224,Electronics,Prefer not to say,18,50,45,48,3,1,2,3,4,6,6,8,Embedded Systems,,,,,,,,,,,,,10,7,10,1,6,5,8,5,3,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,Hardware Engineer
S1225,Mechanical,Prefer not to say,25,50,45,45,1,1,3,3,6,3,6,5,CAD/CAM,,,,,,,,,,,,,,,,,,,,,,,,,10,6,5,4,9,7,8,6,5,1,3,4,,,,,,,,,,,,,Mechanical Design Engineer
S1226,Electronics,Prefer not to say,22,50,45,45,1,1,3,1,4,3,3,3,Embedded Systems,,,,,,,,,,,,,10,2,3,5,7,4,7,3,5,5,5,9,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1227,Commerce,Female,23,50,45,45,3,0,3,2,3,2,4,7,Business Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,6,3,10,7,7,10,6,7,2,2,Business Analyst
S1228,CS/IT,Prefer not to say,18,50,45,45,3,1,3,3,6,4,7,3,Coding,10,10,5,4,5,6,9,4,4,3,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Software Developer
S1229,Electronics,Prefer not to say,21,50,45,45,4,0,2,1,5,2,3,2,Robotics,,,,,,,,,,,,,6,7,5,2,6,9,3,8,2,7,3,2,,,,,,,,,,,,,,,,,,,,,,,,,IoT Engineer
S1230,Electronics,Male,23,50,45,45,4,0,5,1,6,3,6,6,Telecommunications,,,,,,,,,,,,,7,6,3,4,9,3,8,6,4,7,5,9,,,,,,,,,,,,,,,,,,,,,,,,,VLSI Design Engineer
S1231,CS/IT,Female,24,50,45,45,4,0,2,2,2,2,5,7,AI & ML,8,6,4,7,10,6,6,4,5,3,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Database Administrator
S1232,Electronics,Male,19,52,52,46,4,1,2,3,4,5,4,6,IoT,,,,,,,,,,,,,6,7,6,8,5,5,8,2,7,8,4,2,,,,,,,,,,,,,,,,,,,,,,,,,Telecom Engineer
